Core-index,Vocab-expression,Vocab-kana,Vocab-meaning,jlpt ,Vocab-pos
53,一つ,ひとつ,one (thing),JLPT4,Noun
294,二つ,ふたつ,two (things),JLPT4,Noun
397,円,えん,yen,JLPT2,Noun
342,金,かね,money,JLPT2,Noun
6,これ,これ,this; this one,JLPT4,Noun
293,水曜日,すいようび,Wednesday,JLPT4,Noun
275,あれ,あれ,that over there,JLPT4,Noun
351,先,さき,ahead; first,JLPT4,Noun
318,八日,ようか,eight days; 8th of the month,JLPT4,Noun
288,そば,そば,side; vicinity,JLPT4,Noun
289,こっち,こっち,here,JLPT3,Pronoun
185,右,みぎ,right,JLPT4,Noun
54,あげる,あげる,give,JLPT3,Verb
105,ここ,ここ,here,JLPT4,Pronoun
124,とても,とても,very,JLPT4,Adverb
322,七,なな,seven,JLPT2,Noun
363,手,て,hand,JLPT4,Noun
249,おなか,おなか,stomach,JLPT4,Noun
263,空く,すく,be empty,JLPT2,Verb
359,一日,ついたち,1st of the month,JLPT4,Noun
212,日曜日,にちようび,Sunday,JLPT4,Noun
367,七つ,ななつ,seven (things),JLPT4,Noun
160,どれ,どれ,what; which,JLPT4,Noun
8,私,わたし,I,JLPT2,Noun
158,好き,すき,favorite; liked,JLPT4,Adjectival Noun
233,ゲーム,ゲーム,game,JLPT2,Noun
372,一人,ひとり,one; one person,JLPT4,Noun
151,友達,ともだち,friend; companion,JLPT4,Noun
76,帰る,かえる,return; go back,JLPT4,Verb
191,元気,げんき,healthy; energetic,JLPT4,Adjective
235,天気,てんき,weather,JLPT4,Noun
29,少ない,すくない,few; little,JLPT2,Adjective
259,晴れる,はれる,be sunny; clear up,JLPT4,Verb
332,上,うえ,up; above,JLPT4,Noun
200,ドア,ドア,door,JLPT4,Noun
273,開く,ひらく,open,JLPT3,Verb
346,口,くち,mouth,JLPT4,Noun
251,閉める,しめる,shut; close,JLPT4,Verb
18,時間,じかん,time; hour,JLPT4,Noun
298,六日,むいか,six days; 6th of the month,JLPT4,Noun
209,後ろ,うしろ,back; behind,JLPT0,Noun
364,十日,とおか,ten days; 10th of the month,JLPT4,Noun
60,午前,ごぜん,morning; a.m.,JLPT4,Noun
295,今晩,こんばん,this evening; tonight,JLPT4,Noun
239,土曜日,どようび,Saturday,JLPT4,Noun
253,金曜日,きんようび,Friday,JLPT4,Noun
360,月,つき,moon,JLPT2,Noun
386,夜,よる,night (from sunset to sunrise),JLPT4,Noun
109,食べる,たべる,eat,JLPT4,Verb
368,何,なに,what; which,JLPT4,Noun
238,晩,ばん,evening (usually from sunset to bedtime),JLPT4,Noun
265,ご飯,ごはん,cooked rice; meal,JLPT0,Noun
317,三つ,みっつ,three (things),JLPT4,Noun
214,昼,ひる,daytime; midday,JLPT4,Noun
400,見つかる,みつかる,be found; be caught,JLPT3,Verb
1,それ,それ,that; that one,JLPT4,Pronoun
338,男,おとこ,man; male,JLPT4,Noun
272,今週,こんしゅう,this week,JLPT4,Noun
55,こう,こう,like this; this kind of,JLPT3,Adverb
92,会う,あう,meet,JLPT4,Verb
269,月曜日,げつようび,Monday,JLPT4,Noun
344,昨日,きのう,yesterday,JLPT4,Noun
399,休む,やすむ,take a day off; take a break,JLPT4,Verb
162,今日,きょう,today,JLPT4,Noun
286,木曜日,もくようび,Thursday,JLPT4,Noun
398,場合,ばあい,situation; case,JLPT3,Noun
268,つける,つける,switch on,JLPT4,Verb
334,駅,えき,railway station,JLPT4,Noun
384,止める,やめる,stop; give up; abolish,JLPT2,Verb
90,歩く,あるく,walk; go on foot,JLPT4,Verb
39,近く,ちかく,near; close to,JLPT4,Adverb
75,もっと,もっと,more,JLPT4,Adverb
84,近い,ちかい,near; soon,JLPT4,Adjective
228,近く,ちかく,vicinity; nearby,JLPT4,Noun
193,全部,ぜんぶ,all; wholly,JLPT4,Adverb
25,国,くに,country,JLPT4,Noun
168,漢字,かんじ,character; kanji,JLPT4,Noun
161,赤い,あかい,red,JLPT4,Adjective
154,どちら,どちら,which,JLPT4,Noun
203,米,こめ,rice (grain),JLPT3,Noun
279,まずい,まずい,bad-tasting; bad,JLPT4,Adjective
255,無い,ない,to not be,JLPT2,Adjective
21,作る,つくる,make; create,JLPT4,Verb
14,使う,つかう,use,JLPT4,Verb
190,消す,けす,switch off; turn off,JLPT4,Verb
277,閉まる,しまる,be shut; be closed,JLPT4,Verb
310,前,まえ,front; before,JLPT4,Noun
380,店,みせ,shop; store,JLPT4,Noun
93,部屋,へや,room,JLPT4,Noun
366,夏,なつ,summer,JLPT4,Noun
236,暑い,あつい,hot; warm (temperature of the air),JLPT4,Adjective
223,熱い,あつい,hot (things; touch),JLPT4,Adjective
142,冬,ふゆ,winter,JLPT4,Noun
270,入る,はいる,enter,JLPT4,Verb
352,寒い,さむい,cold (temperature of the air),JLPT4,Adjective
59,春,はる,spring,JLPT4,Noun
327,暖かい,あたたかい,warm,JLPT4,Adjective
149,見つける,みつける,find,JLPT3,Verb
230,テーブル,テーブル,table,JLPT4,Noun
117,古い,ふるい,old,JLPT4,Adjective
390,悪い,わるい,bad,JLPT4,Adjective
16,思う,おもう,think,JLPT3,Verb
36,そう,そう,in such manner; that way,JLPT4,Adverb
48,どう,どう,how; what,JLPT4,Adverb
33,考える,かんがえる,think; consider,JLPT3,Verb
31,決める,きめる,decide; agree upon,JLPT3,Verb
32,高い,たかい,high; tall,JLPT4,Adjective
4,多い,おおい,lots of,JLPT3,Adjective
42,午後,ごご,afternoon; p.m.,JLPT4,Noun
144,重い,おもい,heavy,JLPT4,Adjective
348,九日,ここのか,nine days; 9th of the month,JLPT4,Noun
106,待つ,まつ,wait; wait for,JLPT4,Verb
325,二日,ふつか,two days; 2nd of the month,JLPT4,Noun
17,持つ,もつ,have; possess,JLPT4,Verb
88,朝,あさ,morning,JLPT4,Noun
71,先生,せんせい,teacher,JLPT4,Noun
170,電車,でんしゃ,train,JLPT4,Noun
353,四,し,four,JLPT4,Noun
181,遠い,とおい,far; distant,JLPT4,Adjective
112,名前,なまえ,name,JLPT4,Noun
37,大学,だいがく,university; college,JLPT4,Noun
131,勉強,べんきょう,study,JLPT4,Verbal Noun
321,強い,つよい,strong,JLPT4,Adjective
182,弱い,よわい,weak,JLPT3,Adjective
195,引く,ひく,draw; pull,JLPT4,Verb
126,質問,しつもん,question,JLPT4,Verbal Noun
96,難しい,むずかしい,difficult,JLPT4,Adjective
130,取る,とる,take; get,JLPT4,Verb
83,数,かず,number,JLPT2,Noun
276,二,に,two,JLPT4,Noun
387,四,よん,four,JLPT2,Noun
306,八,はち,eight,JLPT4,Noun
140,勝つ,かつ,win,JLPT3,Verb
192,負ける,まける,lose,JLPT3,Verb
393,本当に,ほんとうに,really; truly,JLPT0,Adverb
375,他,ほか,other,JLPT2,Noun
244,時計,とけい,clock; watch,JLPT4,Noun
383,八つ,やっつ,eight (things),JLPT4,Noun
147,払う,はらう,pay,JLPT3,Verb
296,千,せん,thousand,JLPT4,Noun
385,四日,よっか,four days; 4th of the month,JLPT4,Noun
61,買う,かう,buy,JLPT4,Verb
234,十,じゅう,ten,JLPT4,Noun
254,要る,いる,need; require,JLPT4,Verb
152,忘れる,わすれる,forget; leave behind,JLPT4,Verb
99,乗る,のる,ride; take,JLPT4,Verb
163,着る,きる,wear; put on,JLPT4,Verb
85,そこ,そこ,there,JLPT4,Pronoun
120,次,つぎ,next,JLPT4,Noun
167,週,しゅう,week,JLPT2,Noun
333,動く,うごく,move,JLPT3,Verb
13,出る,でる,go out; leave,JLPT4,Verb
110,早い,はやい,early,JLPT4,Adjective
202,時,とき,time,JLPT2,Noun
174,遅い,おそい,slow; late,JLPT4,Adjective
10,始める,はじめる,begin; start,JLPT3,Verb
56,学校,がっこう,school,JLPT4,Noun
114,一,いち,one,JLPT4,Noun
143,年,とし,year; age,JLPT3,Noun
232,始まる,はじまる,begin,JLPT4,Verb
250,ミーティング,ミーティング,meeting,JLPT0,Noun
218,終わり,おわり,end; conclusion,JLPT3,Noun
194,去年,きょねん,last year,JLPT4,Noun
204,切る,きる,cut,JLPT4,Verb
307,三日,みっか,three days; 3rd of the month,JLPT4,Noun
2,見る,みる,see; look at,JLPT4,Verb
127,楽しむ,たのしむ,enjoy,JLPT0,Verb
285,飲み物,のみもの,beverage; drink,JLPT4,Noun
70,後,あと,after,JLPT4,Adverb
122,見せる,みせる,show,JLPT4,Verb
128,色,いろ,color,JLPT4,Noun
91,直ぐ,すぐ,at once; soon,JLPT0,Adverb
284,書き直す,かきなおす,rewrite,JLPT0,Verb
300,直る,なおる,be repaired; return to normal,JLPT3,Verb
381,道,みち,road; street,JLPT4,Noun
205,線,せん,line,JLPT3,Noun
248,曲がる,まがる,turn,JLPT0,Verb
324,左,ひだり,left,JLPT4,Noun
287,曜日,ようび,day of the week,JLPT2,Noun
19,今年,ことし,this year,JLPT4,Noun
347,五,ご,five,JLPT4,Noun
30,行く,いく,go,JLPT4,Verb
196,図書館,としょかん,library,JLPT4,Noun
26,未だ,まだ,yet; more,JLPT2,Adverb
15,ところ,ところ,place,JLPT0,Noun
245,泊まる,とまる,stay overnight,JLPT3,Verb
5,家,うち,house; home,JLPT2,Noun
100,安い,やすい,inexpensive; cheap,JLPT4,Adjective
208,服,ふく,clothes,JLPT4,Noun
213,開ける,あける,open; unlock,JLPT4,Verb
242,お父さん,おとうさん,father,JLPT4,Noun
358,父,ちち,(speaker's)father,JLPT4,Noun
102,話す,はなす,speak; tell,JLPT4,Verb
370,母,はは,(speaker's)mother,JLPT4,Noun
69,働く,はたらく,work,JLPT4,Verb
155,姉,あね,older sister,JLPT4,Noun
217,大学生,だいがくせい,university student,JLPT3,Noun
299,お姉さん,おねえさん,older sister,JLPT4,Noun
320,上手,じょうず,good; skilled,JLPT4,Adjectival Noun
331,妹,いもうと,younger sister,JLPT4,Noun
304,お兄さん,おにいさん,older brother,JLPT4,Noun
79,車,くるま,car; automobile,JLPT4,Noun
319,高校生,こうこうせい,high school student,JLPT3,Noun
123,娘,むすめ,daughter; girl,JLPT3,Noun
349,九つ,ここのつ,nine (things),JLPT4,Noun
135,息子,むすこ,son,JLPT3,Noun
297,六つ,むっつ,six (things),JLPT4,Noun
341,女,おんな,woman; girl,JLPT4,Noun
7,新しい,あたらしい,new,JLPT4,Adjective
23,今,いま,now,JLPT4,Adverb
38,もう,もう,already; yet,JLPT4,Adverb
41,学生,がくせい,student,JLPT4,Noun
45,よく,よく,often,JLPT4,Adverb
46,彼女,かのじょ,she; one's girlfriend,JLPT3,Pronoun
47,聞く,きく,hear; ask,JLPT4,Verb
64,若い,わかい,young,JLPT4,Adjective
65,かなり,かなり,fairly; rather,JLPT2,Adverb
67,住む,すむ,live; reside,JLPT4,Verb
72,立つ,たつ,stand; rise,JLPT4,Verb
77,気持ち,きもち,feeling; sensation,JLPT3,Noun
81,広い,ひろい,wide; big,JLPT4,Adjective
86,走る,はしる,run,JLPT4,Verb
87,売る,うる,sell,JLPT4,Verb
89,教える,おしえる,teach; tell,JLPT4,Verb
97,送る,おくる,send,JLPT3,Verb
101,書く,かく,write,JLPT4,Verb
108,もらう,もらう,receive,JLPT3,Verb
119,足,あし,leg; foot,JLPT4,Noun
132,出来る,できる,can do; be good at,JLPT0,Verb
133,短い,みじかい,short; brief,JLPT4,Adjective
138,いつも,いつも,always,JLPT4,Adverb
146,読む,よむ,read,JLPT4,Verb
150,いつ,いつ,when,JLPT4,Noun
176,速い,はやい,fast,JLPT4,Adjective
183,耳,みみ,ear; hearing,JLPT4,Noun
197,上げる,あげる,raise; improve,JLPT4,Verb
207,楽しい,たのしい,fun; enjoyable,JLPT4,Adjective
227,しゃべる,しゃべる,chat; talk,JLPT2,Verb
292,三,さん,three,JLPT4,Noun
309,来る,くる,come,JLPT4,Verb
329,良い,いい,good,JLPT0,Adjective
374,方,ほう,direction; side,JLPT2,Noun
382,目,め,eye,JLPT4,Noun
389,六,ろく,six,JLPT4,Noun
95,秋,あき,autumn; fall,JLPT4,Noun
115,結婚,けっこん,marriage,JLPT4,Verbal Noun
266,日,にち,day,JLPT2,Noun
169,自転車,じてんしゃ,bicycle,JLPT4,Noun
394,自分,じぶん,self; oneself,JLPT4,Noun
392,ご主人,ごしゅじん,(your) husband,JLPT0,Noun
63,終わる,おわる,finish; end,JLPT0,Verb
290,火曜日,かようび,Tuesday,JLPT4,Noun
315,違う,ちがう,differ; be wrong,JLPT4,Verb
350,答える,こたえる,answer; reply,JLPT4,Verb
62,別,べつ,another; different,JLPT2,Adjectival Noun
11,なる,なる,become,JLPT4,Verb
396,ため,ため,sake; purpose,JLPT3,Noun
136,白い,しろい,white; blank,JLPT4,Adjective
201,閉じる,とじる,close,JLPT2,Verb
356,出す,だす,take out,JLPT4,Verb
9,仕事,しごと,work; job,JLPT4,Noun
179,今月,こんげつ,this month,JLPT4,Noun
125,少し,すこし,a bit; a little while,JLPT4,Adverb
153,酒,さけ,alcoholic drink; Japanese rice wine,JLPT2,Noun
188,飲む,のむ,drink,JLPT4,Verb
339,大人,おとな,adult,JLPT4,Noun
274,水,みず,water,JLPT4,Noun
312,一杯,いっぱい,full,JLPT0,Adverb
73,気,き,spirit; temperament,JLPT3,Noun
82,分かる,わかる,understand,JLPT0,Verb
180,遊ぶ,あそぶ,play,JLPT4,Verb
139,飛行機,ひこうき,airplane,JLPT4,Noun
340,お願い,おねがい,favor,JLPT0,Verbal Noun
24,続く,つづく,continue; follow,JLPT3,Verb
175,首,くび,neck,JLPT3,Noun
103,頭,あたま,head,JLPT4,Noun
241,痛い,いたい,painful,JLPT4,Adjective
171,探す,さがす,search for; look for,JLPT3,Verb
391,お手洗い,おてあらい,toilet; bathroom,JLPT4,Noun
362,冷たい,つめたい,cold (things; touch),JLPT4,Adjective
262,汚い,きたない,dirty,JLPT4,Adjective
237,太い,ふとい,thick; fat,JLPT4,Adjective
313,九,きゅう,nine,JLPT4,Noun
337,弟,おとうと,younger brother,JLPT4,Noun
240,神,かみ,god; spirit,JLPT2,Noun
159,建てる,たてる,build; erect,JLPT3,Verb
336,大きい,おおきい,big,JLPT4,Adjective
22,同じ,おなじ,same; identical,JLPT4,Adjectival Noun
52,どこ,どこ,where,JLPT4,Noun
66,置く,おく,put; leave,JLPT4,Verb
308,あそこ,あそこ,over there,JLPT4,Pronoun
302,辺,へん,vicinity; part,JLPT4,Noun
256,黄色い,きいろい,yellow,JLPT4,Adjective
12,する,する,do; make,JLPT4,Verb
27,やる,やる,do,JLPT4,Verb
177,一緒に,いっしょに,together; at the same time,JLPT0,Adverb
388,来年,らいねん,next year,JLPT4,Noun
198,緑,みどり,green; foliage,JLPT3,Noun
301,易しい,やさしい,easy; simple,JLPT4,Adjective
216,留学生,りゅうがくせい,student studying abroad,JLPT4,Noun
68,戻る,もどる,return; turn back,JLPT3,Verb
58,起きる,おきる,get up; get out of bed,JLPT4,Verb
94,起こる,おこる,happen,JLPT2,Verb
121,起こす,おこす,wake up,JLPT0,Verb
222,起きる,おきる,occur,JLPT4,Verb
189,寝る,ねる,sleep; go to sleep,JLPT4,Verb
243,多分,たぶん,probably; perhaps,JLPT2,Adverb
184,座る,すわる,sit; sit down,JLPT4,Verb
44,本,ほん,book; volume,JLPT4,Noun
316,細い,ほそい,thin; slender; narrow,JLPT4,Adjective
178,日記,にっき,diary,JLPT3,Noun
365,時々,ときどき,sometimes,JLPT4,Adverb
278,締める,しめる,tighten; fasten,JLPT4,Verb
229,甘い,あまい,sweet,JLPT4,Adjective
305,辛い,からい,spicy; salty,JLPT4,Adjective
80,変える,かえる,change,JLPT3,Verb
206,決まる,きまる,be decided,JLPT0,Verb
258,優しい,やさしい,gentle; kind,JLPT3,Adjective
371,人,ひと,person,JLPT4,Noun
113,夫,おっと,husband,JLPT2,Noun
20,知る,しる,know,JLPT4,Verb
137,誰,だれ,who; whom,JLPT2,Noun
116,親,おや,parent,JLPT2,Noun
226,愛する,あいする,love; care for,JLPT2,Verb
57,くれる,くれる,be given,JLPT3,Verb
323,二十日,はつか,20 days; 20th of the month,JLPT4,Noun
361,妻,つま,wife,JLPT3,Noun
311,五日,いつか,five days; 5th of the month,JLPT4,Noun
246,どうして,どうして,why,JLPT4,Adverb
379,見える,みえる,be visible,JLPT3,Verb
111,兄,あに,older brother,JLPT4,Noun
314,酸っぱい,すっぱい,sour,JLPT0,Adjective
357,小さい,ちいさい,small,JLPT4,Adjective
50,言葉,ことば,word; language,JLPT4,Noun
335,おいしい,おいしい,tasty,JLPT4,Adjective
74,呼ぶ,よぶ,call; name,JLPT4,Verb
145,胸,むね,chest,JLPT2,Noun
211,腰,こし,hip; lower back,JLPT2,Noun
224,載せる,のせる,place; put on,JLPT2,Verb
107,低い,ひくい,low; short,JLPT4,Adjective
165,一番,いちばん,most,JLPT0,Adverb
219,背,せ,height; stature,JLPT2,Noun
3,円,えん,circle,JLPT2,Noun
156,覚える,おぼえる,memorize; learn,JLPT4,Verb
271,片仮名,かたかな,katakana,JLPT4,Noun
280,平仮名,ひらがな,hiragana,JLPT4,Noun
225,悲しい,かなしい,sad,JLPT3,Adjective
118,美しい,うつくしい,beautiful,JLPT3,Adjective
231,食べ物,たべもの,food,JLPT4,Noun
28,言う,いう,say; tell,JLPT4,Verb
343,彼,かれ,he; one's boyfriend,JLPT3,Noun
166,授業,じゅぎょう,class; lesson,JLPT4,Verbal Noun
215,お母さん,おかあさん,mother,JLPT4,Noun
220,手伝う,てつだう,help; assist,JLPT3,Verb
78,飛ぶ,とぶ,fly,JLPT4,Verb
173,歌う,うたう,sing,JLPT4,Verb
98,死ぬ,しぬ,die,JLPT4,Verb
260,大好き,だいすき,love,JLPT4,Adjective
35,子供,こども,child; kid,JLPT4,Noun
157,狭い,せまい,narrow; restricted,JLPT4,Adjective
282,触る,さわる,touch; feel,JLPT3,Verb
252,嫌い,きらい,dislike,JLPT4,Adjective
369,七日,なのか,seven days; 7th of the month,JLPT4,Noun
328,有る,ある,exist; possess,JLPT2,Verb
186,浴びる,あびる,take (a shower),JLPT2,Verb
49,生きる,いきる,live (one's life),JLPT3,Verb
43,長い,ながい,long,JLPT4,Adjective
267,髪の毛,かみのけ,hair,JLPT2,Noun
221,鼻,はな,nose,JLPT4,Noun
199,腕,うで,arm,JLPT3,Noun
326,四つ,よっつ,four (things),JLPT4,Noun
129,みんな,みんな,all; everybody,JLPT4,Noun
164,笑う,わらう,laugh; smile,JLPT3,Verb
172,紙,かみ,paper,JLPT4,Noun
354,下,した,under; below,JLPT4,Noun
40,入れる,いれる,put in,JLPT4,Verb
303,よう,よう,way; like; kind,JLPT0,Noun
247,掛ける,かける,hang; put on,JLPT2,Verb
187,肩,かた,shoulder,JLPT2,Noun
376,僕,ぼく,I (young male),JLPT3,Noun
281,曇る,くもる,become cloudy,JLPT4,Verb
283,駄目,だめ,no good,JLPT2,Adjectival Noun
264,上る,のぼる,go up,JLPT2,Verb
134,落ちる,おちる,fall; sink,JLPT0,Verb
104,体,からだ,body; health,JLPT4,Noun
355,大丈夫,だいじょうぶ,alright; OK,JLPT4,Adjectival Noun
141,病気,びょうき,illness,JLPT4,Verbal Noun
373,百,ひゃく,hundred,JLPT4,Noun
257,風邪,かぜ,cold (illness),JLPT2,Noun
330,五つ,いつつ,five (things),JLPT4,Noun
51,顔,かお,face,JLPT4,Noun
148,軽い,かるい,light; light weight,JLPT4,Adjective
261,茶色,ちゃいろ,light brown,JLPT4,Noun
377,欲しい,ほしい,want; desire,JLPT4,Adjective
378,万,まん,ten thousand,JLPT4,Noun
345,奇麗,きれい,beautiful,JLPT0,Adjectival Noun
291,渇く,かわく,be thirsty,JLPT2,Verb
210,嬉しい,うれしい,happy; glad,JLPT2,Adjective
34,感じる,かんじる,feel; sense,JLPT2,Verb
395,なる,なる,become,JLPT4,Verb
1337,りんご,りんご,apple,JLPT0,Noun
451,ほとんど,ほとんど,almost; hardly,JLPT3,Adverb
565,十分,じゅうぶん,full; plentiful,JLPT3,Adjectival Noun
678,分,ぶん,amount; part; share,JLPT2,Noun
752,スポーツ,スポーツ,sport,JLPT4,Noun
1280,今まで,いままで,until now; so far,JLPT0,Adverb
1569,ごみ,ごみ,rubbish; trash,JLPT3,Noun
754,なぜ,なぜ,why; for what reason,JLPT3,Adverb
1226,いつでも,いつでも,always; at all times,JLPT2,Adverb
878,バス,バス,bus,JLPT4,Noun
1706,ピクニック,ピクニック,picnic,JLPT2,Noun
1711,あちら,あちら,way over there,JLPT4,Noun
725,少年,しょうねん,boy,JLPT2,Noun
1323,きつい,きつい,tight; difficult,JLPT2,Adjective
1651,キャッシュカード,キャッシュカード,cash card,JLPT0,Noun
1819,あんなに,あんなに,that; so,JLPT2,Adverb
1694,カップ,カップ,cup,JLPT1,Noun
1754,ノック,ノック,knock,JLPT2,Verbal Noun
1850,クリーニング,クリーニング,cleaning; laundry,JLPT2,Verbal Noun
1211,あなた,あなた,you,JLPT4,Noun
1980,ようこそ,ようこそ,welcome,JLPT0,Adverb
848,しばらく,しばらく,awhile; long time; for the time being,JLPT3,Adverb
1401,出口,でぐち,exit; exit ramp,JLPT4,Noun
1475,大分,だいぶ,very; greatly,JLPT2,Adverb
1572,ハンカチ,ハンカチ,handkerchief,JLPT4,Noun
1205,先週,せんしゅう,last week,JLPT4,Noun
1111,男の子,おとこのこ,boy; baby boy,JLPT4,Noun
1377,おしゃれ,おしゃれ,dressing up smartly; trendy,JLPT2,Verbal Noun
1650,カレーライス,カレーライス,curried rice,JLPT0,Noun
1821,いたずら,いたずら,mischief; prank,JLPT2,Verbal Noun
1020,石,いし,stone; small rock,JLPT3,Noun
1223,林,はやし,woods; grove,JLPT2,Noun
1254,ぶどう,ぶどう,grapes,JLPT3,Noun
1321,オレンジ,オレンジ,orange,JLPT0,Noun
1509,トマト,トマト,tomato,JLPT0,Noun
1575,アナウンサー,アナウンサー,news reader; announcer,JLPT2,Noun
1644,ボーイフレンド,ボーイフレンド,boyfriend,JLPT0,Noun
1786,ぺこぺこ,ぺこぺこ,hungry; starving,JLPT1,Adjective
1797,シャープペンシル,シャープペンシル,mechanical pencil,JLPT0,Noun
1903,てんぷら,てんぷら,tempura; Japanese deep-fried breaded food,JLPT0,Noun
1093,キャンプ,キャンプ,camping; camp,JLPT2,Verbal Noun
461,家,いえ,house; home,JLPT4,Noun
715,空気,くうき,air; atmosphere,JLPT3,Noun
1914,人気,にんき,popularity; temperament of the people; business conditions,JLPT2,Noun
1972,山,やま,mountain,JLPT4,Noun
1074,青い,あおい,blue,JLPT4,Adjective
1617,晴れ,はれ,fine weather; clear sky,JLPT2,Noun
1961,又,また,again; also; or,JLPT2,Adverb
1640,ハイキング,ハイキング,hiking,JLPT2,Verbal Noun
967,暗い,くらい,dark; dreary; shadowy,JLPT4,Adjective
1720,東,ひがし,east; eastern,JLPT4,Noun
923,北,きた,north,JLPT4,Noun
969,向こう,むこう,the other side; the other party; opponent,JLPT4,Noun
1033,向く,むく,turn; face; look,JLPT2,Verb
1622,入り口,いりぐち,entrance,JLPT0,Noun
898,パーティー,パーティー,party,JLPT4,Verbal Noun
948,ページ,ページ,page,JLPT2,Noun
1057,ノート,ノート,note book; laptop,JLPT4,Noun
1478,ふすま,ふすま,sliding door; fusuma,JLPT0,Noun
1447,スーツ,スーツ,suit,JLPT2,Noun
1928,初め,はじめ,beginning,JLPT0,Noun
1764,明後日,あさって,day after tomorrow,JLPT0,Noun
1400,半年,はんとし,half a year,JLPT0,Noun
1933,半月,はんつき,half a month,JLPT0,Noun
1311,カーテン,カーテン,curtain,JLPT3,Noun
1354,毎朝,まいあさ,every morning,JLPT4,Noun
1626,サンドイッチ,サンドイッチ,sandwich,JLPT3,Noun
1414,今夜,こんや,tonight; this evening,JLPT3,Noun
1783,ピンポン,ピンポン,table tennis; ping pong,JLPT0,Verbal Noun
1270,クリスマス,クリスマス,Christmas,JLPT2,Noun
1416,バナナ,バナナ,banana,JLPT0,Noun
1511,バター,バター,butter,JLPT4,Noun
1540,サラダ,サラダ,salad,JLPT2,Noun
1552,ラーメン,ラーメン,ramen (Chinese noodles),JLPT0,Noun
1561,うどん,うどん,noodles; Japanese wheat noodles,JLPT2,Noun
1579,スプーン,スプーン,spoon,JLPT4,Noun
1611,そば,そば,buckwheat noodles; soba,JLPT4,Noun
1855,ごちそうする,ごちそうする,treat,JLPT0,Verb
1974,夕食,ゆうしょく,supper,JLPT0,Noun
1072,ワイン,ワイン,wine,JLPT2,Noun
1175,コーヒー,コーヒー,coffee,JLPT2,Noun
1155,パン,パン,bread,JLPT4,Noun
1420,ハンバーガー,ハンバーガー,hamburger,JLPT0,Noun
1514,おかず,おかず,side dish,JLPT2,Noun
1165,足りる,たりる,suffice; serve; be satisfied,JLPT3,Verb
1488,ラケット,ラケット,racket,JLPT2,Noun
1523,インク,インク,ink,JLPT2,Noun
507,テレビ,テレビ,television,JLPT4,Noun
603,最初,さいしょ,first; outset,JLPT3,Noun
702,はっきり,はっきり,clearly,JLPT3,Adverb
823,ニュース,ニュース,news,JLPT4,Noun
1052,休日,きゅうじつ,holiday; day off,JLPT0,Noun
1245,ドラマ,ドラマ,drama; theater; soap opera,JLPT2,Noun
1278,パスポート,パスポート,passport,JLPT2,Noun
1583,花見,はなみ,flower viewing,JLPT3,Noun
1161,言い方,いいかた,way of speaking; expression,JLPT0,Noun
989,ゆっくり,ゆっくり,slowly,JLPT4,Adverb
1335,テキスト,テキスト,textbook; text; text file,JLPT3,Noun
435,語る,かたる,tell; talk,JLPT2,Verb
690,子,こ,child; kid,JLPT3,Noun
775,英語,えいご,English,JLPT4,Noun
1107,右手,みぎて,right hand,JLPT0,Noun
1794,字,じ,character; letter,JLPT3,Noun
1547,覚める,さめる,awake; wake up,JLPT2,Verb
1608,覚ます,さます,awaken; wake up,JLPT2,Verb
545,いずれ,いずれ,eventually; sometime,JLPT2,Adverb
1542,おじさん,おじさん,uncle,JLPT0,Noun
789,話し合う,はなしあう,discuss; talk over,JLPT2,Verb
406,行う,おこなう,do; carry out,JLPT3,Verb
636,向かう,むかう,face; confront; head toward,JLPT0,Verb
1691,明日,あした,tomorrow,JLPT0,Noun
1059,仕方,しかた,way; method,JLPT3,Noun
1159,休み,やすみ,rest; holiday; absence,JLPT4,Noun
1162,帰り,かえり,return; going home,JLPT3,Noun
1885,大事,だいじ,importance,JLPT3,Adjectival Noun
1934,半日,はんにち,half a day,JLPT0,Noun
502,まま,まま,as is; still (in the current state),JLPT0,Noun
547,電話,でんわ,telephone; phone call,JLPT4,Verbal Noun
987,電気,でんき,electricity; electric light,JLPT4,Noun
1983,夜中,よなか,midnight; dead of night,JLPT2,Noun
413,開く,あく,open,JLPT4,Verb
1139,ホーム,ホーム,platform,JLPT2,Noun
1922,上り,のぼり,going up; ascent,JLPT2,Noun
1350,駅員,えきいん,station employee,JLPT0,Noun
424,一方,いっぽう,one way,JLPT2,Noun
835,通り,とおり,passage; street,JLPT3,Noun
912,通う,かよう,go to and from; frequent a place,JLPT3,Verb
1382,ゼロ,ゼロ,zero,JLPT4,Noun
612,車,くるま,car,JLPT4,Noun
855,通る,とおる,pass; take; go through,JLPT3,Verb
773,道路,どうろ,road; street,JLPT2,Noun
962,地図,ちず,map; atlas,JLPT4,Noun
574,なお,なお,still; in addition,JLPT2,Adverb
805,つもり,つもり,intention; purpose,JLPT3,Noun
1578,止める,とめる,stop; turn off,JLPT3,Verb
1751,止まる,とまる,come to a stop; cease,JLPT4,Verb
1761,止む,やむ,stop; abate,JLPT2,Verb
997,森,もり,thick woods; forest,JLPT2,Noun
1388,歩道,ほどう,sidewalk; footpath,JLPT2,Noun
811,川,かわ,river; stream,JLPT4,Noun
759,今度,こんど,this time; next time,JLPT3,Noun
1991,そんなに,そんなに,that; so,JLPT2,Adverb
