Core-index,Vocab-expression,Vocab-kana,Vocab-meaning,jlpt ,Vocab-pos
4003,ただ,ただ,simply; merely,JLPT2,Adverb
4009,入力,にゅうりょく,input; power input,JLPT0,Verbal Noun
4020,母親,ははおや,mother,JLPT2,Noun
4047,発つ,たつ,start; leave,JLPT2,Verb
4061,様子,ようす,appearance; aspect,JLPT2,Noun
4066,友人,ゆうじん,friend,JLPT2,Noun
4091,父親,ちちおや,father,JLPT2,Noun
4098,不満,ふまん,dissatisfaction; discontent,JLPT2,Adjectival Noun
4126,チーム,チーム,team,JLPT2,Noun
4141,ビジネス,ビジネス,business,JLPT1,Noun
4218,直前,ちょくぜん,just before; immediately prior,JLPT2,Noun
4222,知事,ちじ,governor,JLPT2,Noun
4262,まるで,まるで,just like; completely,JLPT2,Adverb
4291,年代,ねんだい,age; date,JLPT2,Noun
4295,都心,としん,heart of a city,JLPT2,Noun
4310,熱心,ねっしん,enthusiasm; zeal,JLPT2,Adjectival Noun
4311,ファン,ファン,fan; lover,JLPT1,Noun
4329,大使,たいし,ambassador,JLPT2,Noun
4346,長年,ながねん,many years; long time,JLPT0,Noun
4347,見直す,みなおす,reconsider; change one's opinion for the better,JLPT2,Verb
4382,都会,とかい,city; town,JLPT2,Noun
4384,半ば,なかば,middle; halfway,JLPT2,Noun
4395,買収,ばいしゅう,buying up; bribing,JLPT0,Verbal Noun
4401,プロ,プロ,pro; professional,JLPT2,Noun
4410,入社,にゅうしゃ,entering a company,JLPT2,Verbal Noun
4441,取り入れる,とりいれる,take in; adopt,JLPT2,Verb
4456,外す,はずす,remove,JLPT2,Verb
4501,立ち上がる,たちあがる,stand up; take action,JLPT2,Verb
4527,中世,ちゅうせい,Middle Ages,JLPT2,Noun
4557,見事,みごと,splendid; admirable,JLPT2,Adjectival Noun
4577,なかなか,なかなか,rather; pretty,JLPT3,Adverb
4579,日ごろ,ひごろ,routinely; daily,JLPT0,Adverb
4599,パイロット,パイロット,pilot,JLPT2,Noun
4603,出入り,でいり,coming and going,JLPT2,Verbal Noun
4606,ベテラン,ベテラン,veteran,JLPT2,Noun
4661,不利,ふり,disadvantage,JLPT2,Adjectival Noun
4664,本質,ほんしつ,essence; reality,JLPT1,Noun
4669,ペース,ペース,pace,JLPT0,Noun
4678,マラソン,マラソン,marathon,JLPT2,Noun
4695,本国,ほんごく,one's native country,JLPT1,Noun
4729,トレーニング,トレーニング,training; workout,JLPT2,Verbal Noun
4749,方言,ほうげん,dialect,JLPT2,Noun
4754,当分,とうぶん,for some time; for the present,JLPT0,Adverb
4784,プラン,プラン,plan,JLPT2,Noun
4805,マイク,マイク,mic; microphone,JLPT2,Noun
4810,引き取る,ひきとる,take over; take custody,JLPT0,Verb
4812,ぼんやり,ぼんやり,vaguely; absent-mindedly,JLPT2,Adjective
4828,東洋,とうよう,Orient,JLPT2,Noun
4845,交じる,まじる,be mingled; be mixed,JLPT2,Verb
4871,試す,ためす,try; test,JLPT2,Verb
4942,方角,ほうがく,direction,JLPT2,Noun
4943,法学部,ほうがくぶ,law department,JLPT0,Noun
4956,ゆったり,ゆったり,comfortable,JLPT0,Adverb
4998,見出し,みだし,headline; heading,JLPT2,Noun
5001,ユーモア,ユーモア,humor,JLPT2,Noun
5022,無口,むくち,not speaking much; reticence,JLPT1,Adjectival Noun
5032,タレント,タレント,celebrity; talent,JLPT1,Noun
5047,たまに,たまに,occasionally; by chance,JLPT3,Adverb
5063,和服,わふく,Japanese clothes; kimono,JLPT2,Noun
5069,内心,ないしん,back of one's mind; one's real intention,JLPT1,Noun
5076,有能,ゆうのう,able; competent,JLPT2,Adjectival Noun
5078,体格,たいかく,physique; build,JLPT1,Noun
5091,わざと,わざと,on purpose,JLPT2,Adverb
5096,とっくに,とっくに,long ago,JLPT2,Adverb
5121,ワンピース,ワンピース,dress,JLPT2,Noun
5125,作り上げる,つくりあげる,make up; build up,JLPT0,Verb
5155,度々,たびたび,often,JLPT0,Adverb
5166,プライド,プライド,pride,JLPT0,Noun
5185,一口,ひとくち,mouthful; bite,JLPT0,Noun
5210,まずい,まずい,bad; no good,JLPT4,Adjective
5236,短所,たんしょ,shortcoming; defect,JLPT2,Noun
5245,飲み込む,のみこむ,swallow; grasp,JLPT1,Verb
5260,生やす,はやす,grow; cultivate,JLPT1,Verb
5265,文学者,ぶんがくしゃ,literary person; literati,JLPT0,Noun
5297,弱気,よわき,timid; weak-spirited,JLPT0,Adjectival Noun
5322,ぱっと,ぱっと,suddenly; quickly,JLPT0,Adverb
5326,必然,ひつぜん,inevitable; necessary,JLPT1,Noun
5328,ひょっとしたら,ひょっとしたら,perhaps,JLPT0,Adverb
5333,見つめる,みつめる,stare,JLPT0,Verb
5337,目上,めうえ,one's superiors; one's elders,JLPT2,Noun
5348,年長,ねんちょう,seniority,JLPT1,Adjectival Noun
5361,見習う,みならう,learn; follow someone's example,JLPT1,Verb
5362,無能,むのう,inefficiency; incompetence,JLPT1,Adjectival Noun
5377,パンツ,パンツ,pants; trousers,JLPT2,Noun
5389,真夜中,まよなか,midnight; middle of the night,JLPT0,Noun
5405,似合う,にあう,suit; match well,JLPT2,Verb
5420,洋式,ようしき,Western style,JLPT0,Noun
5424,若々しい,わかわかしい,youthful; young-looking,JLPT2,Adjective
5428,短気,たんき,short temper,JLPT1,Adjectival Noun
5433,取り返す,とりかえす,take back; regain,JLPT0,Verb
5468,和やか,なごやか,peaceful; mild,JLPT1,Adjective
5470,似せる,にせる,imitate; forge,JLPT0,Verb
5471,にっこり,にっこり,smiling; grinning,JLPT2,Adverb
5484,待ち合わせる,まちあわせる,wait for; meet by appointment,JLPT2,Verb
5504,何で,なんで,why; what for,JLPT2,Adverb
5508,値切る,ねぎる,bargain; haggle,JLPT0,Verb
5524,元々,もともと,originally; by nature,JLPT2,Adverb
5527,指差す,ゆびさす,point to,JLPT1,Verb
5540,とっさに,とっさに,at once,JLPT1,Adverb
5566,割り,わり,rate,JLPT0,Noun
5581,売買,ばいばい,buying and selling; trade,JLPT2,Verbal Noun
5591,町外れ,まちはずれ,outskirts of a town,JLPT0,Noun
5598,洋間,ようま,Western-style room,JLPT0,Noun
5641,ミュージック,ミュージック,music,JLPT1,Noun
5654,ロマンチック,ロマンチック,romantic,JLPT1,Adjective
5660,短期大学,たんきだいがく,junior college,JLPT0,Noun
5663,月初め,つきはじめ,at the beginning of the month,JLPT0,Noun
5671,度忘れ,どわすれ,memory lapse; mental block,JLPT1,Verbal Noun
5675,にやにや,にやにや,grin to oneself,JLPT0,Adverb
5689,真四角,ましかく,square,JLPT0,Adjectival Noun
5697,物覚え,ものおぼえ,memory,JLPT0,Noun
5714,その内,そのうち,before long; sooner or later,JLPT0,Adverb
5737,知人,ちじん,acquaintance; friend,JLPT2,Noun
5761,つぶやく,つぶやく,mutter; murmur,JLPT0,Verb
5771,強気,つよき,tough; bullish,JLPT2,Adjectival Noun
5773,出会う,であう,meet,JLPT2,Verb
5775,低,てい,low,JLPT0,Noun
5801,何しろ,なにしろ,anyhow; as you know,JLPT0,Adverb
5802,生,なま,raw; fresh,JLPT2,Adjectival Noun
5810,にらむ,にらむ,glare; stare,JLPT0,Verb
5821,能,のう,ability; capability,JLPT2,Noun
5824,のんき,のんき,carefree; easy-going,JLPT0,Adjectival Noun
5839,はねる,はねる,run over; hit,JLPT0,Verb
5844,ばら色,ばらいろ,rose color,JLPT0,Noun
5868,ふもと,ふもと,foot of the mountain,JLPT0,Noun
5885,ほほ,ほほ,cheek,JLPT0,Noun
5886,ほほえむ,ほほえむ,smile,JLPT0,Verb
5893,真心,まごころ,sincerity; true heart,JLPT1,Noun
5895,町中,まちなか,the downtown area; the central area of a town,JLPT0,Noun
5904,まれ,まれ,rarely,JLPT0,Adjective
5919,無言,むごん,silence; muteness,JLPT1,Noun
5926,めくる,めくる,turn over,JLPT0,Verb
5931,もうかる,もうかる,make a profit; be profitable,JLPT0,Verb
5936,最も,もっとも,the most,JLPT2,Adverb
5949,行方,ゆくえ,one's whereabouts,JLPT2,Noun
5957,予言,よげん,prediction; forecast,JLPT1,Verbal Noun
5983,悪口,わるくち,slander; abuse,JLPT2,Noun
5997,もうじき,もうじき,soon,JLPT0,Adverb
5998,やたらに,やたらに,frequently; persistently,JLPT2,Adverb
2071,結局,けっきょく,after all; finally,JLPT2,Adverb
4823,友情,ゆうじょう,friendship,JLPT2,Noun
5488,結び,むすび,end; close,JLPT1,Noun
3359,婚約,こんやく,engagement; betrothal,JLPT2,Verbal Noun
4765,何と,なんと,what; how,JLPT0,Adverb
4958,ちっとも,ちっとも,nothing at all,JLPT3,Adverb
5211,未婚,みこん,unmarried,JLPT1,Noun
5497,この度,このたび,on this occasion,JLPT0,Noun
2052,一種,いっしゅ,a kind of; a sort of,JLPT2,Noun
2137,最高,さいこう,maximum; supreme,JLPT2,Noun
2279,試合,しあい,match; game,JLPT3,Verbal Noun
4298,満足,まんぞく,satisfaction; contentment,JLPT2,Verbal Noun
4539,果たして,はたして,as was expected; really,JLPT0,Adverb
4968,申し上げる,もうしあげる,speak humbly; do,JLPT3,Verb
4393,早朝,そうちょう,early morning,JLPT0,Noun
2804,効く,きく,be effective,JLPT2,Verb
3245,効力,こうりょく,effect; validity,JLPT2,Noun
5043,無効,むこう,invalidity; ineffectiveness,JLPT1,Adjectival Noun
2264,自動,じどう,automatic operation,JLPT2,Noun
2455,自国,じこく,one's own country,JLPT0,Noun
2605,生き方,いきかた,way of life; lifestyle,JLPT0,Noun
3173,各自,かくじ,each one; every individual,JLPT2,Noun
4186,高める,たかめる,raise; enhance,JLPT2,Verb
4966,パンク,パンク,puncture,JLPT1,Verbal Noun
2650,経由,けいゆ,via; through,JLPT2,Verbal Noun
2856,信用,しんよう,trust; credit,JLPT2,Verbal Noun
3563,お前,おまえ,you; darling,JLPT0,Noun
4128,発達,はったつ,development; growth,JLPT2,Verbal Noun
4172,通信,つうしん,correspondence; communication,JLPT2,Verbal Noun
2261,信頼,しんらい,reliance; confidence,JLPT2,Verbal Noun
2379,依頼,いらい,request; commission,JLPT2,Verbal Noun
4234,頼る,たよる,rely on; depend on,JLPT2,Verb
5065,頼み,たのみ,request; favor,JLPT0,Noun
5179,頼もしい,たのもしい,reliable; dependable,JLPT2,Adjective
3915,国民,こくみん,the people; nation,JLPT2,Noun
2222,主要,しゅよう,main; principal,JLPT2,Adjectival Noun
2385,主に,おもに,mainly; mostly,JLPT2,Adverb
3346,主食,しゅしょく,staple food,JLPT1,Noun
3489,主,おも,main; chief,JLPT0,Adjective
5748,使い,つかい,errand,JLPT0,Noun
5946,家主,やぬし,landlord,JLPT2,Noun
2727,主義,しゅぎ,principle; -ism,JLPT2,Noun
3178,共産主義,きょうさんしゅぎ,Communism,JLPT0,Noun
3468,義理,ぎり,sense of duty; justice,JLPT1,Noun
4794,民主,みんしゅ,democracy,JLPT0,Noun
2014,議会,ぎかい,assembly; council,JLPT2,Noun
2834,議題,ぎだい,topic for discussion; agenda,JLPT1,Noun
2845,初日,しょにち,first day; opening day,JLPT0,Noun
3261,次回,じかい,next time,JLPT0,Noun
3957,重役,じゅうやく,executive,JLPT2,Noun
4029,本社,ほんしゃ,head office,JLPT0,Noun
4249,不思議,ふしぎ,mystery; wonder,JLPT2,Adjectival Noun
4364,つい,つい,inadvertently; accidentally,JLPT0,Adverb
4654,明日,みょうにち,tomorrow,JLPT0,Noun
4898,長引く,ながびく,be prolonged; drag on,JLPT2,Verb
5917,明朝,みょうちょう,tomorrow morning,JLPT0,Noun
2087,議論,ぎろん,argument; discussion,JLPT2,Verbal Noun
2297,結論,けつろん,conclusion,JLPT2,Verbal Noun
2592,学会,がっかい,academic association; academic conference,JLPT2,Noun
2860,仕上げ,しあげ,completion; finishing,JLPT0,Verbal Noun
3002,引用,いんよう,quotation; citation,JLPT2,Verbal Noun
3694,下書き,したがき,draft,JLPT2,Verbal Noun
3991,世論,せろん,public opinion,JLPT1,Noun
4147,理論,りろん,theory,JLPT1,Noun
5897,まとめ,まとめ,summary,JLPT0,Noun
2163,違反,いはん,violation; breach,JLPT2,Verbal Noun
4096,反発,はんぱつ,reaction; backlash,JLPT1,Verbal Noun
4405,反論,はんろん,objection; counterargument,JLPT0,Verbal Noun
4739,反する,はんする,oppose; act contrary to,JLPT1,Verb
2709,少数,しょうすう,small number; minority,JLPT0,Noun
4204,対話,たいわ,dialogue; conversation,JLPT1,Verbal Noun
4373,対,つい,pair,JLPT1,Noun
5962,世論,よろん,public opinion,JLPT1,Noun
2197,応用,おうよう,application,JLPT2,Verbal Noun
2524,一応,いちおう,tentatively,JLPT2,Adverb
2361,回答,かいとう,reply; answer,JLPT2,Verbal Noun
2521,インタビュー,インタビュー,interview,JLPT2,Verbal Noun
2703,アンケート,アンケート,questionnaire,JLPT1,Noun
3107,ごまかす,ごまかす,deceive; evade,JLPT1,Verb
3895,行,ぎょう,line; row,JLPT0,Noun
4925,本文,ほんぶん,text; this text,JLPT1,Noun
5049,問い,とい,question; inquiry,JLPT2,Noun
5691,まずい,まずい,problematic; troublesome,JLPT4,Adjective
4279,特色,とくしょく,characteristic,JLPT2,Noun
2232,区別,くべつ,distinction; classification,JLPT2,Verbal Noun
2566,差別,さべつ,discrimination,JLPT2,Verbal Noun
3327,性別,せいべつ,sex; gender,JLPT2,Noun
3982,性,せい,sex; nature,JLPT2,Noun
4663,別に,べつに,especially; particularly,JLPT2,Adverb
5460,送別会,そうべつかい,farewell party,JLPT0,Noun
4108,専門,せんもん,specialty; profession,JLPT3,Noun
4543,ファッション,ファッション,fashion,JLPT0,Noun
3139,外来語,がいらいご,loanword; foreign word,JLPT0,Noun
2453,実用,じつよう,practical use; utility,JLPT2,Noun
2596,経済的,けいざいてき,economical; economic,JLPT0,Adjective
2716,才能,さいのう,talent; ability,JLPT2,Noun
2887,自主的,じしゅてき,autonomous; voluntary,JLPT0,Adjective
2913,合理的,ごうりてき,rational; logical,JLPT0,Adjective
2922,形式的,けいしきてき,formal,JLPT0,Adjective
2999,実用的,じつようてき,practical,JLPT0,Adjective
4139,本格的,ほんかくてき,full-scale; authentic,JLPT0,Adjective
4403,全面的,ぜんめんてき,all-out; overall,JLPT0,Adjective
4558,論理的,ろんりてき,logical,JLPT0,Adjective
4602,知的,ちてき,intellectual; mental,JLPT1,Adjective
4846,目的地,もくてきち,destination; goal,JLPT0,Noun
4941,文化的,ぶんかてき,cultural,JLPT0,Adjective
4993,通り過ぎる,とおりすぎる,go past; pass,JLPT2,Verb
5661,男性的,だんせいてき,masculine; manly,JLPT0,Adjective
5225,普段,ふだん,usual; ordinary,JLPT2,Adverb
4312,なさる,なさる,do,JLPT3,Verb
5127,並み,なみ,ordinary; average,JLPT0,Noun
5728,男子,だんし,boy; young man,JLPT2,Noun
4094,もたらす,もたらす,bring about; lead to,JLPT1,Verb
4668,平面,へいめん,level surface; plain,JLPT0,Noun
5187,平行,へいこう,parallel; side by side,JLPT0,Verbal Noun
5304,平野,へいや,plain; open field,JLPT2,Noun
5874,平日,へいじつ,weekday,JLPT2,Noun
2138,以下,いか,below,JLPT3,Noun
4081,平均,へいきん,average; equilibrium,JLPT2,Verbal Noun
3425,高等,こうとう,higher; high-grade,JLPT2,Adjectival Noun
3526,上等,じょうとう,first-class; premium,JLPT2,Adjectival Noun
4921,同等,どうとう,equality,JLPT1,Noun
5092,対等,たいとう,equality; parity,JLPT1,Adjectival Noun
2871,ストレス,ストレス,stress,JLPT1,Noun
4746,特有,とくゆう,characteristic; special,JLPT1,Adjective
4776,病室,びょうしつ,patient room; ward,JLPT0,Noun
4811,病人,びょうにん,sick person; patient,JLPT0,Noun
5061,弱る,よわる,weaken; be debilitated,JLPT1,Verb
3097,サイン,サイン,signature; autograph,JLPT2,Verbal Noun
3001,イスラム教,イスラムきょう,Islam; Muslim religion,JLPT0,Noun
4926,都立,とりつ,metropolitan; Tokyo metropolitan,JLPT0,Noun
2508,医学,いがく,medical science; medicine,JLPT3,Noun
4686,生える,はえる,grow; spring up,JLPT2,Verb
2580,科学者,かがくしゃ,scientist,JLPT0,Noun
2767,科目,かもく,subject,JLPT2,Noun
3429,自然科学,しぜんかがく,natural science,JLPT2,Noun
2165,思い,おもい,thoughts; feelings,JLPT0,Noun
2344,死者,ししゃ,dead person; the deceased,JLPT0,Noun
3984,生死,せいし,life and death,JLPT1,Noun
4842,病死,びょうし,death from sickness,JLPT0,Verbal Noun
5160,天国,てんごく,paradise,JLPT1,Noun
2075,死亡,しぼう,death,JLPT2,Verbal Noun
4908,亡くす,なくす,lose (in death),JLPT2,Verb
4482,人手,ひとで,hand; manpower,JLPT0,Noun
5031,多忙,たぼう,very busy,JLPT1,Adjectival Noun
3969,知らず知らず,しらずしらず,unawares; without knowing it,JLPT0,Adverb
4634,疲れ,つかれ,fatigue; exhaustion,JLPT2,Noun
5250,休める,やすめる,give a rest; set at ease,JLPT1,Verb
5642,目薬,めぐすり,eye drops,JLPT0,Noun
2609,禁じる,きんじる,prohibit; forbid,JLPT1,Verb
5178,立ち入り禁止,たちいりきんし,no trespassing,JLPT0,Noun
3427,酒屋,さかや,liquor store,JLPT0,Noun
3644,禁酒,きんしゅ,abstention from alcohol,JLPT0,Verbal Noun
4917,つぐ,つぐ,pour; pour into,JLPT0,Verb
5916,土産,みやげ,souvenir,JLPT2,Noun
4831,酔う,よう,get drunk,JLPT2,Verb
2083,会場,かいじょう,venue; meeting place,JLPT3,Noun
4290,取り上げる,とりあげる,take up; confiscate,JLPT2,Verb
2941,険しい,けわしい,steep; craggy,JLPT2,Adjective
4228,保つ,たもつ,preserve; sustain,JLPT1,Verb
4786,万一,まんいち,if by any chance,JLPT2,Adverb
4975,問い合わせる,といあわせる,inquire; contact,JLPT1,Verb
4344,保証,ほしょう,guarantee; warranty,JLPT2,Verbal Noun
5305,保証人,ほしょうにん,guarantor,JLPT0,Noun
2737,生存,せいぞん,existence; survival,JLPT2,Verbal Noun
3403,ご存じ,ごぞんじ,know,JLPT3,Noun
4216,保存,ほぞん,preservation; conservation,JLPT2,Verbal Noun
4727,低温,ていおん,low temperature,JLPT0,Noun
5659,存じる,ぞんじる,think; know,JLPT2,Verb
3085,カタログ,カタログ,catalogue,JLPT0,Noun
4915,注ぐ,そそぐ,pour into; concentrate,JLPT2,Verb
2076,受け入れる,うけいれる,accept; accommodate,JLPT1,Verb
2203,意向,いこう,intention; inclination,JLPT1,Noun
2434,意図,いと,intention; aim,JLPT1,Verbal Noun
2622,意義,いぎ,meaning; significance,JLPT2,Noun
2633,活発,かっぱつ,lively; active,JLPT1,Adjectival Noun
3157,好意,こうい,favor; affection,JLPT1,Noun
3658,意地悪,いじわる,nastiness; ill-natured person,JLPT2,Verbal Noun
4028,もっとも,もっとも,quite right,JLPT0,Adjective
4336,まとまる,まとまる,be collected,JLPT0,Verb
4737,同意,どうい,consent; approval,JLPT1,Verbal Noun
4999,無意味,むいみ,meaningless; absurd,JLPT1,Adjectival Noun
5035,当人,とうにん,the person in question,JLPT1,Noun
5469,生意気,なまいき,cheeky; conceited,JLPT2,Adjectival Noun
5694,面,めん,surface; aspect,JLPT2,Noun
5873,文,ぶん,writings; sentence,JLPT2,Noun
2263,金額,きんがく,amount of money; sum,JLPT2,Noun
2363,確定,かくてい,decision; confirmation,JLPT1,Verbal Noun
3565,解答,かいとう,solution; answer,JLPT2,Verbal Noun
4438,認可,にんか,approval; authorization,JLPT0,Verbal Noun
5914,認める,みとめる,recognize; acknowledge,JLPT2,Verb
2224,効率,こうりつ,efficiency,JLPT1,Noun
3152,確率,かくりつ,probability; rate,JLPT2,Noun
3619,軽率,けいそつ,rash; light-headed,JLPT1,Adjective
4825,率直,そっちょく,frank; openhearted,JLPT0,Adjective
4909,能率,のうりつ,efficiency,JLPT2,Noun
2066,機会,きかい,opportunity; occasion,JLPT3,Noun
2798,親しむ,したしむ,get close to; get familiar with,JLPT1,Verb
3474,時機,じき,opportunity; chance,JLPT0,Noun
4280,持ち込む,もちこむ,bring in; carry on,JLPT0,Verb
4680,要するに,ようするに,in a word; in short,JLPT2,Adverb
2130,制御,せいぎょ,control; command,JLPT0,Verbal Noun
4197,内部,ないぶ,interior; inner parts,JLPT1,Noun
4492,分解,ぶんかい,taking apart,JLPT2,Verbal Noun
2720,楽器,がっき,musical instrument,JLPT2,Noun
3099,食器,しょっき,tableware; dinner set,JLPT2,Noun
3222,器用,きよう,skillful; clever,JLPT2,Adjectival Noun
3291,受話器,じゅわき,receiver,JLPT2,Noun
3375,器,うつわ,vessel; dish,JLPT1,Noun
3675,器械,きかい,instrument; apparatus,JLPT2,Noun
2005,取材,しゅざい,collection of data; gathering of news,JLPT1,Verbal Noun
2585,具合,ぐあい,condition; health,JLPT3,Noun
3094,家具,かぐ,furniture,JLPT2,Noun
3814,雨具,あまぐ,rain gear; rainwear,JLPT1,Noun
3961,乗客,じょうきゃく,passenger,JLPT2,Noun
4281,論理,ろんり,logic,JLPT1,Noun
3798,準急,じゅんきゅう,local express,JLPT1,Noun
2007,設立,せつりつ,establishment; foundation,JLPT1,Verbal Noun
3049,器具,きぐ,utensil; implement,JLPT2,Noun
2406,使用,しよう,usage,JLPT2,Verbal Noun
3133,社説,しゃせつ,editorial,JLPT2,Noun
3185,実物,じつぶつ,real thing; actual object,JLPT2,Noun
3332,学説,がくせつ,theory,JLPT1,Noun
4893,手元,てもと,at hand,JLPT1,Noun
5380,一通り,ひととおり,briefly; once over,JLPT2,Adverb
2932,公立,こうりつ,public,JLPT1,Noun
4088,モデル,モデル,model,JLPT2,Noun
4766,不公平,ふこうへい,unfair; unjust,JLPT0,Adjectival Noun
5365,やっつける,やっつける,beat; let someone have it,JLPT2,Verb
2371,死体,したい,corpse; body,JLPT2,Noun
3203,遠足,えんそく,excursion; hike,JLPT2,Noun
5044,遊園地,ゆうえんち,amusement park,JLPT2,Noun
5059,ベンチ,ベンチ,bench,JLPT2,Noun
5132,人出,ひとで,turnout; crowd,JLPT0,Noun
2765,打ち上げる,うちあげる,shoot up,JLPT0,Verb
3929,祭日,さいじつ,national holiday; festival day,JLPT2,Noun
2129,国際的,こくさいてき,international,JLPT0,Adjective
2322,国際化,こくさいか,internationalization,JLPT0,Verbal Noun
2912,交際,こうさい,association; friendship,JLPT2,Verbal Noun
3928,際,さい,occasion; time,JLPT2,Noun
2512,座席,ざせき,seat,JLPT2,Noun
4232,飛び出す,とびだす,fly out; dash out,JLPT2,Verb
4350,ヘリコプター,ヘリコプター,helicopter,JLPT2,Noun
4670,飛ばす,とばす,fly; shoot,JLPT2,Verb
5218,飛び上がる,とびあがる,fly up; jump up,JLPT0,Verb
5759,つばめ,つばめ,swallow,JLPT0,Noun
5827,はえ,はえ,fly,JLPT0,Noun
5853,飛行,ひこう,flight; aviation,JLPT2,Verbal Noun
5956,よける,よける,avoid; evade,JLPT0,Verb
5995,ぴょんと,ぴょんと,jump,JLPT0,Adverb
2189,航空,こうくう,aviation,JLPT2,Noun
2217,航空機,こうくうき,aircraft; airplane,JLPT0,Noun
3911,航空券,こうくうけん,airline ticket,JLPT0,Noun
3258,材木,ざいもく,timber; wood,JLPT2,Noun
4016,乗り出す,のりだす,lean forward; embark on,JLPT0,Verb
4797,船長,せんちょう,captain,JLPT0,Noun
3627,水力,すいりょく,waterpower; hydraulic power,JLPT0,Noun
5040,半島,はんとう,peninsula,JLPT2,Noun
5984,島,とう,island,JLPT0,Noun
2019,完全,かんぜん,perfect; complete,JLPT2,Adjectival Noun
5073,不完全,ふかんぜん,imperfection; incompleteness,JLPT0,Adjectival Noun
2108,結成,けっせい,organization; formation,JLPT1,Verbal Noun
2312,賛成,さんせい,approval; agreement,JLPT2,Verbal Noun
2917,成人,せいじん,adult; grownup,JLPT2,Verbal Noun
4129,反映,はんえい,reflection,JLPT2,Verbal Noun
4419,要する,ようする,require; need,JLPT1,Verb
5119,無論,むろん,of course; no doubt,JLPT1,Adverb
5561,未成年,みせいねん,minor; underage,JLPT0,Noun
2803,確信,かくしん,firm belief; conviction,JLPT1,Verbal Noun
4233,率,りつ,ratio; proportion,JLPT2,Noun
4317,違いない,ちがいない,no mistaking it; for certain,JLPT2,Adjective
2458,森林,しんりん,forest; woodland,JLPT2,Noun
2099,失敗,しっぱい,failure; mistake,JLPT3,Verbal Noun
2244,せい,せい,cause; fault,JLPT0,Noun
3280,勝敗,しょうはい,victory or defeat,JLPT2,Noun
3946,事業,じぎょう,business; achievement,JLPT1,Noun
4807,立ち直る,たちなおる,recover; regain one's footing,JLPT0,Verb
2156,原則,げんそく,principle; general rule,JLPT1,Noun
2285,過ごす,すごす,pass; let pass,JLPT2,Verb
3247,スライド,スライド,slide,JLPT2,Verbal Noun
2389,原理,げんり,principle; theory,JLPT2,Noun
2559,原子力,げんしりょく,atomic energy; nuclear power,JLPT0,Noun
3211,初夏,しょか,early summer,JLPT0,Noun
3865,返る,かえる,be restored to; return to,JLPT0,Verb
5108,野原,のはら,field; plain,JLPT0,Noun
5842,原,はら,plain; field,JLPT2,Noun
3195,間接,かんせつ,indirect,JLPT2,Noun
4202,要因,よういん,primary factor; main cause,JLPT1,Noun
4561,不明,ふめい,unknown,JLPT1,Adjectival Noun
2006,証券,しょうけん,bill; bond,JLPT0,Noun
2090,資料,しりょう,materials; data,JLPT2,Noun
2420,資格,しかく,qualifications; competence,JLPT1,Noun
2943,資本主義,しほんしゅぎ,capitalism,JLPT0,Noun
5910,ミスプリント,ミスプリント,misprint; error,JLPT1,Noun
2192,限り,かぎり,limit; as far as possible,JLPT2,Noun
4822,無限,むげん,infinite; endless,JLPT2,Adjectival Noun
2425,現金,げんきん,cash,JLPT2,Adjectival Noun
2476,一生,いっしょう,a lifetime,JLPT2,Noun
3128,願書,がんしょ,application form,JLPT1,Noun
4555,何とか,なんとか,somehow or other; one way or another,JLPT2,Adverb
4625,願い,ねがい,wish; request,JLPT2,Noun
5614,手数,てすう,trouble; bother,JLPT1,Noun
5682,一言,ひとこと,single word,JLPT2,Noun
2345,説,せつ,theory; opinion,JLPT2,Noun
2353,後者,こうしゃ,the latter,JLPT2,Noun
2690,正面,しょうめん,front; face,JLPT2,Noun
2749,正午,しょうご,noon; noontime,JLPT2,Noun
3212,正義,せいぎ,justice; righteousness,JLPT1,Noun
3249,正門,せいもん,main gate; main entrance,JLPT2,Noun
3434,正解,せいかい,right answer; correct solution,JLPT1,Verbal Noun
3509,正方形,せいほうけい,square,JLPT2,Noun
3983,正座,せいざ,sitting upright with legs folded under one,JLPT0,Verbal Noun
3988,正当,せいとう,just; legal,JLPT1,Adjectival Noun
4343,不正,ふせい,fraud; impropriety,JLPT2,Adjectival Noun
5467,同性,どうせい,of the same sex,JLPT0,Noun
2534,異常,いじょう,extraordinary; exceptional,JLPT2,Adjectival Noun
4251,日常,にちじょう,daily; everyday,JLPT2,Noun
2016,意識,いしき,consciousness; awareness,JLPT2,Verbal Noun
2436,常識,じょうしき,common sense; common knowledge,JLPT2,Noun
3438,異性,いせい,opposite sex,JLPT1,Noun
4481,等しい,ひとしい,equal; same,JLPT2,Adjective
5351,非常識,ひじょうしき,lack of common sense,JLPT0,Adjectival Noun
5514,非常口,ひじょうぐち,emergency exit,JLPT0,Noun
5937,もてる,もてる,be popular with the opposite sex,JLPT1,Verb
2250,エンジン,エンジン,engine,JLPT2,Noun
2405,好調,こうちょう,favorable condition,JLPT1,Adjectival Noun
3759,下調べ,したしらべ,preliminary investigation; preparation,JLPT1,Verbal Noun
4146,ネットワーク,ネットワーク,network,JLPT0,Noun
4422,どうも,どうも,for some reason; somehow,JLPT4,Adverb
4486,調子,ちょうし,tone; condition,JLPT2,Noun
4495,不安定,ふあんてい,instability,JLPT0,Adjectival Noun
4779,体調,たいちょう,health condition,JLPT0,Noun
